Timestamp,Time,Background
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=43,00:00:43,https://www.sueddeutsche.de/politik/bundespraesident-wulff-mallorca-urlaub-bei-freunden-1.981607
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=64,00:01:04,https://metaebene.me/
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=106,00:01:46,https://podcasts.apple.com/de/podcast/alternativlos/id384290007
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=132,00:02:12,https://web.archive.org/web/20101124213408/http://flattr.com/category/all/year
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=162,00:02:42,https://berlin.ccc.de/
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=180,00:03:00,https://frank.geekheim.de/
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=257,00:04:17,https://www.golem.de/1006/75562.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=327,00:05:27,https://de.wikipedia.org/wiki/Vorbis
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=389,00:06:29,https://www.heise.de/news/Apple-rechtfertigt-seine-Datenschutzrichtlinien-1041437.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=436,00:07:16,https://en.wikipedia.org/wiki/Classic_Mac_OS_memory_management
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=500,00:08:20,https://de.wikipedia.org/wiki/.Mac
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=560,00:09:20,https://de.wikipedia.org/wiki/Windows_Live
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=655,00:10:55,https://www.golem.de/1007/76771.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=712,00:11:52,https://en.wikipedia.org/wiki/Nexus_One
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=835,00:13:55,https://wikileaks.org/wiki/Afghan_War_Diary,_2004-2010
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=875,00:14:35,https://obamawhitehouse.archives.gov/realitycheck/the-press-office/press-briefing-press-secretary-robert-gibbs-7262010
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=934,00:15:34,https://de.wikipedia.org/wiki/Pentagon-Papiere
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=940,00:15:40,https://de.wikipedia.org/wiki/Watergate-Aff%C3%A4re
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=954,00:15:54,https://web.archive.org/web/20140221090737/https://www.editorandpublisher.com/article/four-years-later-why-did-it-take-so-long-for-the-press-to-break-abu-ghraib-story-/
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=974,00:16:14,https://en.wikipedia.org/wiki/DSMA-Notice
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=994,00:16:34,https://en.wikipedia.org/wiki/Israeli_Military_Censor
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1015,00:16:55,https://www.spiegel.de/politik/ausland/pressefreiheit-so-funktioniert-israels-zensurmaschine-a-690410.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1033,00:17:13,https://content.time.com/time/magazine/0,9263,7601100809,00.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1112,00:18:32,https://www.spiegel.de/politik/ausland/streit-ueber-afghanistan-dokumente-guttenberg-kontert-vertuschungsvorwuerfe-a-708627.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1223,00:20:23,https://www.thenationalnews.com/world/asia/wikileaks-taliban-used-missiles-supplied-by-us-to-shoot-down-us-helicopters-1.528460
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1267,00:21:07,https://de.wikipedia.org/wiki/Krieg_in_Afghanistan_(1979%E2%80%931989)
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1307,00:21:47,https://www.imdb.com/title/tt0472062/
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1336,00:22:16,https://de.wikipedia.org/wiki/FIM-92_Stinger
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1353,00:22:33,https://de.wikipedia.org/wiki/Man_Portable_Air_Defense_System
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1468,00:24:28,https://man.fas.org/dod-101/sys/land/stinger.htm
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1490,00:24:50,https://www.theguardian.com/world/2010/jul/26/wikileaks-documents-taliban-missiles-aircraft
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1513,00:25:13,https://www.imdb.com/title/tt0265086/
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1552,00:25:52,
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1609,00:26:49,https://blog.fefe.de/?ts=ba891575
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1655,00:27:35,https://en.wikipedia.org/wiki/NATO_logistics_in_the_Afghan_War
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1688,00:28:08,https://en.wikipedia.org/wiki/Afghanistan_Oil_Pipeline
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1715,00:28:35,https://www.spiegel.de/wissenschaft/technik/us-drohnen-wenn-hightech-krieger-vom-himmel-fallen-a-708786.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1772,00:29:32,https://www.spiegel.de/politik/ausland/bundeswehr-panne-millionenteure-drohne-knallt-gegen-transport-maschine-a-686909.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1814,00:30:14,https://www.tagesschau.de/multimedia/sendung/tagesschau_20_uhr/video-ts-97472.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1833,00:30:33,https://www.spiegel.de/politik/ausland/drohnen-piloten-im-einsatz-krieg-per-knopfdruck-a-680579.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1926,00:32:06,https://de.wikipedia.org/wiki/AeroVironment_RQ-11
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1932,00:32:12,https://de.wikipedia.org/wiki/IAI_Heron
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1956,00:32:36,https://www.spiegel.de/panorama/gesellschaft/neue-sicherheitstechnik-britische-polizei-will-buerger-mit-drohnen-ueberwachen-a-673671.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1961,00:32:41,https://www.20min.ch/story/drohneneinsaetze-gegen-kriminelle-779701286081
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1968,00:32:48,https://de.wikipedia.org/wiki/RUAG_Ranger
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1979,00:32:59,https://netzpolitik.org/2010/verdachtsunabhangige-videouberwachung-von-demos-in-berlin-rechtswidrig/
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=1990,00:33:10,https://taz.de/Neues-Video-belastet-Beamten/!5152961/
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2030,00:33:50,https://www.tagesspiegel.de/berlin/polizeiprasident-lasst-weiter-auf-demos-filmen-7063093.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2047,00:34:07,https://taz.de/Humanistische-Union-gegen-Polizeivideos/!5138231/
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2068,00:34:28,https://www.spiegel.de/panorama/justiz/love-parade-protokoll-das-auge-der-katastrophe-a-710141.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2097,00:34:57,https://frank.geekheim.de/?p=820
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2140,00:35:40,https://www.spiegel.de/wissenschaft/mensch/katastrophenforschung-nur-keine-panik-a-512295.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2195,00:36:35,https://de.wikipedia.org/wiki/Be_Berlin
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2214,00:36:54,https://www.spiegel.de/panorama/katastrophe-bei-der-love-parade-partygelaende-war-nur-fuer-250-000-menschen-zugelassen-a-708426.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2249,00:37:29,https://www.spiegel.de/panorama/love-parade-desaster-duisburger-polizei-gibt-ermittlungen-ab-a-708500.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2301,00:38:21,https://web.archive.org/web/20100712180541/http://www.amnestypolizei.de/aktuell/node/108
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2369,00:39:29,https://www-pub.iaea.org/MTCD/publications/PDF/nvs1_web.pdf
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2420,00:40:20,
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2410,00:40:10,https://www.telepolis.de/features/Spione-beim-Angeln-3385417.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2501,00:41:41,https://de.wikipedia.org/wiki/Norbert_Juretzko
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2513,00:41:53,https://www.20min.ch/story/die-mysterioese-beule-886025701495
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2530,00:42:10,https://frank.geekheim.de/?p=843
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2541,00:42:21,https://en.wikipedia.org/wiki/Strait_of_Hormuz
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2576,00:42:56,https://en.wikipedia.org/wiki/Iran%E2%80%93Iraq_War#Attacks_on_shipping
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2622,00:43:42,https://en.wikipedia.org/wiki/Millennium_Challenge_2002
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2721,00:45:21,
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=2922,00:48:42,https://de.wikipedia.org/wiki/Marinek%C3%BCstenstation_Marienleuchte
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3010,00:50:10,https://en.wikipedia.org/wiki/Strait_of_Hormuz#Events
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3029,00:50:29,https://www.pilotonline.com/2007/01/10/navy-says-speed-of-tanker-sucked-submarine-up-to-surface/
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3070,00:51:10,https://britishseafishing.co.uk/submarine-and-trawler-collision-incidents/
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3080,00:51:20,https://en.wikipedia.org/wiki/HMS_Vanguard_and_Le_Triomphant_submarine_collision
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3113,00:51:53,https://en.wikipedia.org/wiki/Blind_Man%27s_Bluff:_The_Untold_Story_of_American_Submarine_Espionage
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3178,00:52:58,https://de.wikipedia.org/wiki/Dolphin-Klasse
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3218,00:53:38,https://www.telepolis.de/news/Israelische-U-Boote-im-Golf-von-Persien-1990021.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3250,00:54:10,https://www.spiegel.de/politik/ausland/israel-deutsche-u-boote-zu-atomwaffentraegern-umgebaut-a-269409.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3315,00:55:15,https://en.wikipedia.org/wiki/MV_M._Star
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3381,00:56:21,https://de.wikipedia.org/wiki/K-129
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3460,00:57:40,https://www.simonandschuster.com/books/Red-Star-Rogue/Kenneth-Sewell/9781476787879
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3500,00:58:20,https://www.imdb.com/title/tt2042455/
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3570,00:59:30,https://www.telepolis.de/features/Spione-beim-Angeln-3385417.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3649,01:00:49,https://www.nytimes.com/1975/05/29/archives/hughes-gets-a-bill-for-3million-tax-on-glomar-explorer.html
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3665,01:01:05,https://en.wikipedia.org/wiki/Glomar_Challenger
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3689,01:01:29,https://en.wikipedia.org/wiki/File:Burial_At_Sea_of_Soviet_Submariners_from_Hughes_Glomar_Explorer.webm
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3760,01:02:40,https://de.wikipedia.org/wiki/U-Boot-Vorf%C3%A4lle_in_Schweden
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3820,01:03:40,
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3867,01:04:27,https://www.sueddeutsche.de/politik/spannungen-zwischen-nord-und-suedkorea-ein-torpedo-46-tote-und-viele-fragen-1.978101
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3898,01:04:58,https://www.dw.com/de/usa-starten-weitere-man%C3%B6ver-mit-s%C3%BCdkorea/a-5914924
http://alternativlos.cdn.as250.net/alternativlos-2.ogg#t=3909,01:05:09,https://www.augsburger-allgemeine.de/panorama/Grenze-zu-Nordkorea-Suedkorea-setzt-Kampfroboter-ein-id8148091.html
